payment_id,account_id,payment_date,amount,payment_type,or_ar_number,raw_remark
462,Buenaflor2_18,2021-05-24,52400.0,Installment,,
463,Buenaflor2_18,2025-06-30,649600.0,Installment,,
464,Buenaflor2_18,,4500.0,DAS Fee,,DAS
465,Buenaflor2_19,2024-12-09,5400.0,Installment,,
466,Buenaflor2_19,2026-03-17,2000.0,Installment,,
467,Buenaflor2_19,2026-08-29,190000.0,Installment,,
468,Buenaflor2_21,2020-10-08,30000.0,Installment,,
469,Buenaflor2_21,,500.0,DCS Fee,,dcs
470,Buenaflor2_21,2020-12-12,10800.0,Installment,,
471,Buenaflor2_21,2021-02-27,10800.0,Installment,,
472,Buenaflor2_21,2021-03-30,10800.0,Installment,,
473,Buenaflor2_21,2021-04-30,10800.0,Installment,,
474,Buenaflor2_21,2021-05-26,10800.0,Installment,,
475,Buenaflor2_21,0201-06-29,10800.0,Installment,,
476,Buenaflor2_21,2021-07-31,10800.0,Installment,,
477,Buenaflor2_21,2021-08-25,10800.0,Installment,,
478,Buenaflor2_21,2021-09-23,10800.0,Installment,,
479,Buenaflor2_21,2021-10-29,10800.0,Installment,,
480,Buenaflor2_21,2021-11-27,10800.0,Installment,,
481,Buenaflor2_21,2021-12-29,10800.0,Installment,,
482,Buenaflor2_21,2022-01-26,10800.0,Installment,,
483,Buenaflor2_21,2022-02-26,10800.0,Installment,,
484,Buenaflor2_21,2022-03-30,21600.0,Installment,,
485,Buenaflor2_21,2022-05-28,10800.0,Installment,,
486,Buenaflor2_21,2022-06-28,10800.0,Installment,,
487,Buenaflor2_21,2022-07-26,10800.0,Installment,,
488,Buenaflor2_21,2022-08-30,10800.0,Installment,,
489,Buenaflor2_21,2022-10-01,10800.0,Installment,,
490,Buenaflor2_21,2022-11-03,10800.0,Installment,,
491,Buenaflor2_21,2022-11-29,10800.0,Installment,,
492,Buenaflor2_21,2022-12-27,10800.0,Installment,,
493,Buenaflor2_22,2024-12-28,6600.0,Installment,,
494,Buenaflor2_22,2024-12-28,13200.0,Installment,,
495,Buenaflor2_22,2025-01-25,6605.0,Installment,,
496,Buenaflor2_22,2025-03-26,6600.0,Installment,,
497,Buenaflor2_22,2025-05-28,6600.0,Installment,,
498,Buenaflor2_22,2025-06-27,6600.0,Installment,,
499,Buenaflor2_22,2025-08-28,6600.0,Installment,,
500,Buenaflor2_22,2025-10-27,6600.0,Installment,,
501,Buenaflor2_22,2026-01-26,6600.0,Installment,,
502,Buenaflor2_22,2026-02-28,13200.0,Installment,,
503,Buenaflor2_22,2026-02-28,6600.0,Installment,,
504,Buenaflor2_22,2026-03-21,6600.0,Installment,,
505,Buenaflor2_22,2026-04-28,6600.0,Installment,,
506,Buenaflor2_22,2026-05-28,59395.0,Installment,,
507,Buenaflor2_22,,2678.0,DAS Fee,,DAS
508,Buenaflor2_23,2020-10-03,30000.0,Installment,,
509,Buenaflor2_23,2020-10-31,5000.0,Installment,,
510,Buenaflor2_23,2020-11-13,5800.0,Installment,,
511,Buenaflor2_23,2020-12-28,10800.0,Installment,,
512,Buenaflor2_23,2021-03-05,10800.0,Installment,,
513,Buenaflor2_23,2021-04-30,5800.0,Installment,,
514,Buenaflor2_23,2021-05-31,10800.0,Installment,,
515,Buenaflor2_23,2021-06-29,10800.0,Installment,,
516,Buenaflor2_23,2021-07-29,10800.0,Installment,,
517,Buenaflor2_23,2021-08-27,10800.0,Installment,,
518,Buenaflor2_23,2021-09-30,11000.0,Installment,,
519,Buenaflor2_23,2021-10-28,21600.0,Installment,,
520,Buenaflor2_23,2021-12-04,16000.0,Installment,,
521,Buenaflor2_23,2022-03-28,10800.0,Installment,,
522,Buenaflor2_23,2022-05-16,10800.0,Installment,,
523,Buenaflor2_23,2022-08-01,11000.0,Installment,,
524,Buenaflor2_23,2022-08-17,85800.0,Installment,,
525,Buenaflor2_23,,1500.0,DAS Fee,,DAS
526,Buenaflor2_25,2020-10-22,15000.0,Installment,,
527,Buenaflor2_25,2020-11-23,5400.0,Installment,,
528,Buenaflor2_25,2020-12-29,5400.0,Installment,,
529,Buenaflor2_25,2021-01-26,5400.0,Installment,,
530,Buenaflor2_25,2021-02-26,5400.0,Installment,,
531,Buenaflor2_25,2021-03-30,5400.0,Installment,,
532,Buenaflor2_25,2021-04-29,5400.0,Installment,,
533,Buenaflor2_25,2021-05-25,5400.0,Installment,,
534,Buenaflor2_25,2021-06-29,5400.0,Installment,,
535,Buenaflor2_25,2021-08-02,5400.0,Installment,,
536,Buenaflor2_25,2021-08-30,5400.0,Installment,,
537,Buenaflor2_25,2021-10-29,10800.0,Installment,,
538,Buenaflor2_25,2022-01-14,16200.0,Installment,,
539,Buenaflor2_25,2022-03-11,5400.0,Installment,,
540,Buenaflor2_25,2022-04-13,5400.0,Installment,,
541,Buenaflor2_25,2022-05-12,5400.0,Installment,,
542,Buenaflor2_25,2022-05-25,5400.0,Installment,,
543,Buenaflor2_25,2022-06-25,5400.0,Installment,,
544,Buenaflor2_25,2022-08-31,10800.0,Installment,,
545,Buenaflor2_25,2022-10-20,10800.0,Installment,,
546,Buenaflor2_25,,1000.0,DAS Fee,,DAS
547,Buenaflor2_26,2020-10-01,70000.0,Installment,,
548,Buenaflor2_26,,500.0,DCS Fee,,DCS
549,Buenaflor2_26,2021-01-11,50000.0,Installment,,
550,Buenaflor2_26,2021-05-05,40000.0,Installment,,
551,Buenaflor2_26,2021-09-28,30000.0,Installment,,
552,Buenaflor2_26,2021-12-14,59000.0,Installment,,
553,Buenaflor2_26,2021-12-23,10440.0,Installment,,
554,Buenaflor2_26,,1000.0,DAS Fee,,DAS
555,Buenaflor2_27,2020-09-02,40000.0,Installment,,
556,Buenaflor2_27,2020-11-04,75000.0,Installment,,
557,Buenaflor2_28,2021-02-09,42000.0,Installment,,
558,Buenaflor2_28,2021-06-05,23000.0,Installment,,
559,Buenaflor2_28,2022-04-18,50000.0,Installment,,
560,Buenaflor2_28,,1000.0,DAS Fee,,DAS
561,Buenaflor2_28,2022-12-27,100240.0,Installment,,
562,Buenaflor2_28,2022-12-27,29000.0,Installment,,
563,Buenaflor2_29,2020-09-21,15000.0,Installment,,
564,Buenaflor2_29,2020-10-05,5400.0,Installment,,
565,Buenaflor2_29,2020-12-07,4000.0,Installment,,
566,Buenaflor2_29,2021-01-18,4000.0,Installment,,
567,Buenaflor2_29,2021-02-15,5000.0,Installment,,
568,Buenaflor2_29,2021-04-06,5400.0,Installment,,
569,Buenaflor2_29,2021-05-10,5000.0,Installment,,
570,Buenaflor2_29,2021-06-22,2600.0,Installment,,
571,Buenaflor2_29,2021-07-26,3000.0,Installment,,
572,Buenaflor2_29,2021-09-09,7000.0,Installment,,
573,Buenaflor2_29,2021-11-09,6000.0,Installment,,
574,Buenaflor2_29,2022-01-03,5500.0,Installment,,
575,Buenaflor2_29,2022-02-14,5000.0,Installment,,
576,Buenaflor2_29,2022-03-18,5100.0,Installment,,
577,Buenaflor2_29,2022-04-18,5500.0,Installment,,
578,Buenaflor2_29,2022-05-30,4500.0,Installment,,
579,Buenaflor2_29,2022-07-06,6000.0,Installment,,
580,Buenaflor2_29,2022-08-03,6000.0,Installment,,
581,Buenaflor2_29,2022-08-11,44600.0,Installment,,
582,Buenaflor2_29,,500.0,DAS Fee,,DAS
583,Buenaflor2_30,2026-07-03,10000.0,Installment,,
584,Buenaflor2_30,2026-08-05,5000.0,Installment,,
585,Buenaflor2_31,2021-03-12,220000.0,Installment,,
586,Buenaflor2_31,,500.0,DAS Fee,,DAS
587,Buenaflor2_32,2020-08-14,5000.0,Installment,,
588,Buenaflor2_32,2020-11-10,460000.0,Installment,,
589,Buenaflor2_32,,1000.0,DAS Fee,,das
590,Buenaflor2_33,2021-05-18,5400.0,Installment,,
591,Buenaflor2_33,2021-06-21,5400.0,Installment,,
592,Buenaflor2_33,2021-07-19,5400.0,Installment,,
593,Buenaflor2_33,2021-08-13,5400.0,Installment,,
594,Buenaflor2_33,2022-09-23,2000.0,Installment,,
595,Buenaflor2_34,2020-09-26,7000.0,Installment,,
596,Buenaflor2_34,2020-10-13,5000.0,Installment,,
597,Buenaflor2_34,2020-10-28,3000.0,Installment,,
598,Buenaflor2_34,2020-11-26,3400.0,Installment,,
599,Buenaflor2_34,2021-01-11,2500.0,Installment,,
600,Buenaflor2_34,2021-08-13,5000.0,Installment,,
601,Buenaflor2_34,2022-02-16,15000.0,Installment,,
602,Buenaflor2_34,2022-07-15,20000.0,Installment,,
603,Buenaflor2_34,2022-08-01,10000.0,Installment,,
604,Buenaflor2_34,2022-12-13,20000.0,Installment,,
605,Buenaflor2_34,2023-01-09,10000.0,Installment,,
606,Buenaflor2_34,2023-05-12,10000.0,Installment,,
607,Buenaflor2_34,2023-06-20,10000.0,Installment,,
608,Buenaflor2_34,2023-11-17,10000.0,Installment,,
609,Buenaflor2_34,2024-06-07,14440.0,Installment,,
610,Buenaflor2_35,2020-08-17,5000.0,Installment,,
611,Buenaflor2_35,2021-02-09,40000.0,Installment,,
612,Buenaflor2_35,2021-04-17,70000.0,Installment,,
613,Buenaflor2_35,,500.0,DCS Fee,,DCS
614,Buenaflor2_36,2022-01-06,112360.0,Installment,,
615,Buenaflor2_36,,1000.0,DAS Fee,,DAS
616,Buenaflor2_37,2025-03-20,20000.0,Installment,,
617,Buenaflor2_37,2025-05-22,10000.0,Installment,,
618,Buenaflor2_37,2026-02-06,22000.0,Installment,,
619,Buenaflor2_38,2021-03-25,99000.0,Installment,,
620,Buenaflor2_38,,322680.0,Installment,,Lambayong payment
621,Buenaflor2_39,2024-10-02,5000.0,Installment,,
622,Buenaflor2_40,2024-12-31,12015.0,Installment,,
623,Buenaflor2_40,2025-01-30,12015.0,Installment,,
624,Buenaflor2_40,2025-02-28,12015.0,Installment,,
625,Buenaflor2_40,2025-03-31,12000.0,Installment,,
626,Buenaflor2_40,2025-04-29,12000.0,Installment,,
627,Buenaflor2_40,2025-06-02,12000.0,Installment,,
628,Buenaflor2_40,2025-06-30,12015.0,Installment,,
629,Buenaflor2_40,2025-07-28,12000.0,Installment,,
630,Buenaflor2_40,2025-09-01,12000.0,Installment,,
631,Buenaflor2_40,2025-09-27,12015.0,Installment,,
632,Buenaflor2_40,2025-11-03,24105.0,Installment,,
633,Buenaflor2_40,,750.0,DAS Fee,,DAS
634,Buenaflor2_41,2020-10-01,100000.0,Installment,,
635,Buenaflor2_41,2020-12-16,15000.0,Installment,,
636,Buenaflor2_42,2020-11-27,50000.0,Installment,,
637,Buenaflor2_42,2020-12-04,30000.0,Installment,,
638,Buenaflor2_42,2021-01-07,30000.0,Installment,,
639,Buenaflor2_42,2021-02-16,30000.0,Installment,,
640,Buenaflor2_42,2021-03-06,21000.0,Installment,,
641,Buenaflor2_43,2024-10-28,20000.0,Installment,,
642,Buenaflor2_43,2024-11-27,10000.0,Installment,,
643,Buenaflor2_43,2025-01-02,20000.0,Installment,,
644,Buenaflor2_43,2025-01-28,50000.0,Installment,,
645,Buenaflor2_43,2025-03-08,20000.0,Installment,,
646,Buenaflor2_43,2025-04-23,10000.0,Installment,,
647,Buenaflor2_43,2025-07-21,10000.0,Installment,,
648,Buenaflor2_43,2026-01-06,124270.0,Installment,,
649,Buenaflor2_44,2021-04-10,10000.0,Installment,,
650,Buenaflor2_44,2021-05-18,10800.0,Installment,,
651,Buenaflor2_44,2021-06-17,10800.0,Installment,,
652,Buenaflor2_44,2021-07-20,10800.0,Installment,,
653,Buenaflor2_44,2021-08-17,10800.0,Installment,,
654,Buenaflor2_44,2021-09-18,10800.0,Installment,,
655,Buenaflor2_44,2021-10-22,10800.0,Installment,,
656,Buenaflor2_44,2021-11-17,5400.0,Installment,,
657,Buenaflor2_44,2021-12-21,5400.0,Installment,,
658,Buenaflor2_44,2021-12-22,8000.0,Installment,,
659,Buenaflor2_44,2022-01-03,2800.0,Installment,,
660,Buenaflor2_44,2022-03-24,10800.0,Installment,,
661,Buenaflor2_44,2022-04-27,10800.0,Installment,,
662,Buenaflor2_44,2022-05-21,10800.0,Installment,,
663,Buenaflor2_44,2022-06-21,7000.0,Installment,,
664,Buenaflor2_44,2022-07-01,3800.0,Installment,,
665,Buenaflor2_44,2022-07-20,7000.0,Installment,,
666,Buenaflor2_44,2022-08-15,10800.0,Installment,,
667,Buenaflor2_44,2022-09-21,10800.0,Installment,,
668,Buenaflor2_44,2023-01-10,5400.0,Installment,,
669,Buenaflor2_44,2024-06-27,20000.0,Installment,,
670,Buenaflor2_44,2024-11-27,22000.0,Installment,,
671,Buenaflor2_44,2025-04-10,15000.0,Installment,,
672,Buenaflor2_45,2020-10-03,64600.0,Installment,,
673,Buenaflor2_45,,500.0,DCS Fee,,dcs
674,Buenaflor2_45,2020-12-30,8700.0,Installment,,
675,Buenaflor2_45,2021-02-20,8750.0,Installment,,
676,Buenaflor2_45,2021-03-18,8750.0,Installment,,
677,Buenaflor2_45,2021-05-18,8750.0,Installment,,
678,Buenaflor2_45,2021-06-18,8750.0,Installment,,
679,Buenaflor2_45,2021-07-21,8750.0,Installment,,
680,Buenaflor2_45,2021-09-28,8750.0,Installment,,
681,Buenaflor2_45,2021-11-25,8750.0,Installment,,
682,Buenaflor2_45,2023-03-28,17500.0,Installment,,
683,Buenaflor2_46,2020-09-07,5000.0,Installment,,
684,Buenaflor2_46,2020-09-25,15000.0,Installment,,
685,Buenaflor2_46,2020-12-23,5400.0,Installment,,
686,Buenaflor2_46,2020-12-23,5400.0,Installment,,
687,Buenaflor2_46,2020-12-23,5400.0,Installment,,
688,Buenaflor2_46,2021-05-21,27000.0,Installment,,
689,Buenaflor2_46,2021-06-24,5400.0,Installment,,
690,Buenaflor2_46,2021-07-17,5400.0,Installment,,
691,Buenaflor2_46,2021-08-13,5400.0,Installment,,
692,Buenaflor2_46,2021-09-28,5400.0,Installment,,
693,Buenaflor2_46,2021-11-22,10800.0,Installment,,
694,Buenaflor2_46,2021-12-18,11000.0,Installment,,
695,Buenaflor2_46,2022-01-07,5400.0,Installment,,
696,Buenaflor2_46,2022-02-04,5400.0,Installment,,
697,Buenaflor2_46,,500.0,DCS Fee,,DCS
698,Buenaflor2_46,2022-02-05,5400.0,Installment,,
699,Buenaflor2_46,2022-03-10,5400.0,Installment,,
700,Buenaflor2_46,2022-03-25,5400.0,Installment,,
701,Buenaflor2_46,2022-04-27,5400.0,Installment,,
702,Buenaflor2_46,2022-04-27,3000.0,Installment,,
703,Buenaflor2_46,2022-05-04,50000.0,Installment,,
704,Buenaflor2_46,2022-05-27,5400.0,Installment,,
705,Buenaflor2_46,2022-06-30,5400.0,Installment,,
706,Buenaflor2_46,2022-07-01,10800.0,Installment,,
707,Buenaflor2_46,2022-08-06,5400.0,Installment,,
708,Buenaflor2_46,2022-09-14,5400.0,Installment,,
709,Buenaflor2_46,2022-10-08,10800.0,Installment,,
710,Buenaflor2_46,2022-11-05,15000.0,Installment,,
711,Buenaflor2_46,,1000.0,DAS Fee,,DAS
712,Buenaflor2_46,2023-08-15,5000.0,Installment,,
713,Buenaflor2_46,2020-12-23,4200.0,Installment,,
714,Buenaflor2_46,2023-12-27,20000.0,Installment,,
715,Buenaflor2_46,2024-08-03,12800.0,Installment,,
716,Buenaflor2_47,2020-11-11,30000.0,Installment,,
717,Buenaflor2_47,,500.0,DCS Fee,,dcs
718,Buenaflor2_47,2021-01-11,40000.0,Installment,,
719,Buenaflor2_47,2021-03-18,19120.0,Installment,,
720,Buenaflor2_47,2021-03-18,19120.0,Installment,,
721,Buenaflor2_47,2021-05-31,40000.0,Installment,,
722,Buenaflor2_47,2021-09-07,11200.0,Installment,,
723,Buenaflor2_47,2022-01-03,80000.0,Installment,,
724,Buenaflor2_47,2022-02-09,20000.0,Installment,,
725,Buenaflor2_47,,1000.0,DAS Fee,,DAS
726,Buenaflor2_48,2026-06-17,120000.0,Installment,,
727,Buenaflor2_48,2026-07-31,38000.0,Installment,,
728,Buenaflor2_48,2026-08-27,37000.0,Installment,,
729,Buenaflor2_49,2020-10-06,55000.0,Installment,,
730,Buenaflor2_49,2020-12-17,70000.0,Installment,,
731,Buenaflor2_49,2020-12-29,20000.0,Installment,,
732,Buenaflor2_49,2021-02-11,20000.0,Installment,,
733,Buenaflor2_49,2022-03-07,10000.0,Installment,,
734,Buenaflor2_50,2020-10-22,5000.0,Installment,,
735,Buenaflor2_50,2020-11-28,5000.0,Installment,,
736,Buenaflor2_50,2021-01-11,5400.0,Installment,,
737,Buenaflor2_50,2021-02-08,5400.0,Installment,,
738,Buenaflor2_50,2021-03-08,5400.0,Installment,,
739,Buenaflor2_50,2021-04-17,5400.0,Installment,,
740,Buenaflor2_50,2021-05-12,5400.0,Installment,,
741,Buenaflor2_50,2021-06-14,5400.0,Installment,,
742,Buenaflor2_50,2021-07-19,5400.0,Installment,,
743,Buenaflor2_50,2021-08-07,5400.0,Installment,,
744,Buenaflor2_50,2021-09-22,5400.0,Installment,,
745,Buenaflor2_50,2021-10-13,5400.0,Installment,,
746,Buenaflor2_50,2021-11-18,5400.0,Installment,,
747,Buenaflor2_50,2021-12-14,5400.0,Installment,,
748,Buenaflor2_50,2022-01-21,5400.0,Installment,,
749,Buenaflor2_50,2022-02-17,5400.0,Installment,,
750,Buenaflor2_50,2022-03-17,5400.0,Installment,,
751,Buenaflor2_50,2022-04-18,5400.0,Installment,,
752,Buenaflor2_50,2022-05-31,5400.0,Installment,,
753,Buenaflor2_50,2022-07-25,10800.0,Installment,,
754,Buenaflor2_50,2022-09-19,10800.0,Installment,,
755,Buenaflor2_50,2022-11-26,11000.0,Installment,,
756,Buenaflor2_51,2020-10-16,35000.0,Installment,,
757,Buenaflor2_51,2020-11-17,20000.0,Installment,,
758,Buenaflor2_51,2020-12-18,20000.0,Installment,,
759,Buenaflor2_51,2021-01-18,20000.0,Installment,,
760,Buenaflor2_51,2021-02-19,20000.0,Installment,,
761,Buenaflor2_51,2021-03-22,20000.0,Installment,,
762,Buenaflor2_51,2021-04-26,20000.0,Installment,,
763,Buenaflor2_51,0202-06-22,40000.0,Installment,,
764,Buenaflor2_51,2021-08-27,30000.0,Installment,,
765,Buenaflor2_51,2021-10-19,30000.0,Installment,,
766,Buenaflor2_51,,1000.0,DAS Fee,,DAS
767,Buenaflor2_52,2020-10-20,170000.0,Installment,,
768,Buenaflor2_52,2020-11-26,60000.0,Installment,,
769,Buenaflor2_52,,500.0,DAS Fee,,DAS
770,Buenaflor2_54,2020-10-07,13000.0,Installment,,
771,Buenaflor2_54,2020-11-03,9560.0,Installment,,
772,Buenaflor2_54,2021-02-08,9560.0,Installment,,
773,Buenaflor2_54,2021-11-03,20000.0,Installment,,
774,Buenaflor2_54,2021-12-29,10000.0,Installment,,
775,Buenaflor2_54,2023-01-13,20000.0,Installment,,
776,Buenaflor2_54,2023-04-22,10000.0,Installment,,
777,Buenaflor2_54,2023-07-06,10000.0,Installment,,
778,Buenaflor2_54,2023-09-29,10000.0,Installment,,
779,Buenaflor2_54,2024-01-30,10000.0,Installment,,
780,Buenaflor2_54,2024-07-05,18500.0,Installment,,
781,Buenaflor2_54,2024-08-03,11980.0,Installment,,
782,Buenaflor2_54,,500.0,DAS Fee,,DAS
783,Buenaflor2_55,2021-02-04,35000.0,Installment,,
784,Buenaflor2_55,,500.0,DCS Fee,,DCS
785,Buenaflor2_55,2021-03-29,21600.0,Installment,,
786,Buenaflor2_55,2021-04-26,43200.0,Installment,,
787,Buenaflor2_55,2021-07-14,32500.0,Installment,,
788,Buenaflor2_55,2021-09-21,50000.0,Installment,,
789,Buenaflor2_55,2021-11-18,50000.0,Installment,,
790,Buenaflor2_55,2022-01-31,61900.0,Installment,,
791,Buenaflor2_55,,1000.0,DAS Fee,,DAS
792,Buenaflor2_55,,15000.0,Titling Fee,,individual title
793,Buenaflor2_56,2024-06-22,30000.0,Installment,,
794,Buenaflor2_56,2024-09-27,25000.0,Installment,,
795,Buenaflor2_56,2026-07-22,1000.0,Installment,,
796,Buenaflor2_57,2024-06-20,10000.0,Installment,,
797,Buenaflor2_57,2026-07-22,1000.0,Installment,,
798,Buenaflor2_58,2020-10-06,60000.0,Installment,,
799,Buenaflor2_58,2020-11-24,21600.0,Installment,,
800,Buenaflor2_58,2020-12-21,21600.0,Installment,,
801,Buenaflor2_58,2021-01-09,21600.0,Installment,,
802,Buenaflor2_58,2021-02-22,21600.0,Installment,,
803,Buenaflor2_58,2021-04-05,21600.0,Installment,,
804,Buenaflor2_58,2021-05-17,21600.0,Installment,,
805,Buenaflor2_58,2021-07-14,21600.0,Installment,,
806,Buenaflor2_58,2021-08-31,21600.0,Installment,,
807,Buenaflor2_58,2021-09-30,21600.0,Installment,,
808,Buenaflor2_58,2021-12-01,21600.0,Installment,,
809,Buenaflor2_58,2022-01-13,21600.0,Installment,,
810,Buenaflor2_58,2022-02-09,21600.0,Installment,,
811,Buenaflor2_58,2022-03-10,21600.0,Installment,,
812,Buenaflor2_58,2022-04-13,21600.0,Installment,,
813,Buenaflor2_58,2022-05-10,21600.0,Installment,,
814,Buenaflor2_58,2022-06-07,21600.0,Installment,,
815,Buenaflor2_58,2022-07-21,21600.0,Installment,,
816,Buenaflor2_58,2022-08-31,21600.0,Installment,,
817,Buenaflor2_58,2022-12-14,21600.0,Installment,,
818,Buenaflor2_58,2023-01-03,21600.0,Installment,,
819,Buenaflor2_58,2023-02-20,21600.0,Installment,,
820,Buenaflor2_58,2023-03-30,21600.0,Installment,,
821,Buenaflor2_58,2023-05-02,21600.0,Installment,,
822,Buenaflor2_58,2023-07-01,21600.0,Installment,,
823,Buenaflor2_58,,2000.0,DAS Fee,,DAS
824,Buenaflor2_59,2021-06-02,30000.0,Installment,,
825,Buenaflor2_59,2021-07-05,10800.0,Installment,,
826,Buenaflor2_59,2021-08-02,10800.0,Installment,,
827,Buenaflor2_59,2021-09-10,10800.0,Installment,,
828,Buenaflor2_59,2021-10-13,10800.0,Installment,,
829,Buenaflor2_59,2021-11-19,10800.0,Installment,,
830,Buenaflor2_59,2021-12-16,10800.0,Installment,,
831,Buenaflor2_59,2022-01-24,10800.0,Installment,,
832,Buenaflor2_59,2022-02-15,10800.0,Installment,,
833,Buenaflor2_59,2022-03-17,10800.0,Installment,,
834,Buenaflor2_59,2022-04-28,10800.0,Installment,,
835,Buenaflor2_59,2022-05-26,10800.0,Installment,,
836,Buenaflor2_59,2022-07-01,8000.0,Installment,,
837,Buenaflor2_59,2022-07-28,13600.0,Installment,,
838,Buenaflor2_59,2022-08-02,89040.0,Installment,,
839,Buenaflor2_59,,1500.0,DAS Fee,,DAS
840,Buenaflor2_64,,500.0,DCS Fee,,DCS
841,Buenaflor2_65,2020-10-22,3000.0,Installment,,
842,Buenaflor2_65,2020-12-03,7000.0,Installment,,
843,Buenaflor2_66,2020-08-14,5000.0,Installment,,
844,Buenaflor2_66,2020-11-10,15000.0,Installment,,
845,Buenaflor2_66,2020-11-13,15000.0,Installment,,
846,Buenaflor2_67,2020-11-12,5000.0,Installment,,
847,Buenaflor2_68,2020-09-17,1000.0,Installment,,
848,Buenaflor2_68,2020-10-29,5400.0,Installment,,
849,Buenaflor2_68,2021-01-13,10800.0,Installment,,
850,Buenaflor2_68,2021-04-10,5400.0,Installment,,
851,Buenaflor2_69,2020-09-29,15000.0,Installment,,
852,Buenaflor2_69,2021-07-03,10800.0,Installment,,
853,Buenaflor2_69,2021-11-08,5400.0,Installment,,
854,Buenaflor2_69,2021-12-13,10800.0,Installment,,
855,Buenaflor2_70,2024-02-29,5000.0,Installment,,
856,Buenaflor2_70,2024-04-05,7500.0,Installment,,
857,Buenaflor2_70,2024-05-07,10500.0,Installment,,
858,Buenaflor2_71,2020-12-04,20800.0,Installment,,
859,Buenaflor2_71,2021-06-09,20700.0,Installment,,
860,Buenaflor2_71,2021-07-14,10350.0,Installment,,
861,Buenaflor2_71,2021-11-10,20700.0,Installment,,
862,Buenaflor2_71,2022-03-02,31050.0,Installment,,
863,Buenaflor2_71,2022-07-08,20700.0,Installment,,
864,Buenaflor2_71,2022-11-09,10350.0,Installment,,
865,Buenaflor2_71,2023-03-06,10350.0,Installment,,
866,Buenaflor2_72,2020-11-09,10000.0,Installment,,
867,Buenaflor2_72,2021-10-29,50000.0,Installment,,
868,Buenaflor2_72,2023-05-22,5000.0,Installment,,
869,Buenaflor2_72,2023-07-13,5000.0,Installment,,
870,Buenaflor2_72,2023-09-09,30000.0,Installment,,
871,Buenaflor2_73,2021-07-17,220000.0,Installment,,
872,Buenaflor2_73,,1000.0,DAS Fee,,DAS
873,Buenaflor2_74,2025-01-03,15000.0,Installment,,
874,Buenaflor2_74,2025-02-24,15000.0,Installment,,
875,Buenaflor2_74,2025-08-13,40000.0,Installment,,
876,Buenaflor2_75,2022-03-11,151400.0,Installment,,
877,Buenaflor2_75,,1000.0,DAS Fee,,DAS
878,Buenaflor2_76,2025-02-24,10000.0,Installment,,
879,Buenaflor2_76,2026-05-22,-20000.0,Refund,,"refunded: 20,000 (5/22/2026)"
880,Buenaflor2_77,2025-02-07,31000.0,Installment,,
881,Buenaflor2_77,2025-04-07,45000.0,Installment,,
882,Buenaflor2_77,,500.0,DCS Fee,,DCS
883,Buenaflor2_77,2025-08-07,50000.0,Installment,,
884,Buenaflor2_77,2025-09-24,10000.0,Installment,,
885,Buenaflor2_77,2026-01-06,40000.0,Installment,,
886,Buenaflor2_80,2020-12-30,5000.0,Installment,,
887,Buenaflor2_81,2020-08-25,5000.0,Installment,,
888,Buenaflor2_81,2021-02-05,-10000.0,Refund,,"REFUNDED 2/5/2021 - 10,000"
889,Buenaflor2_86,2020-08-18,10000.0,Installment,,
890,Buenaflor2_86,2020-09-11,5000.0,Installment,,
891,Buenaflor2_87,2021-03-06,20000.0,Installment,,
892,Buenaflor2_87,2021-05-07,7800.0,Installment,,
893,Buenaflor2_87,2021-07-01,9828.0,Installment,,
894,Buenaflor2_87,2021-10-04,9828.0,Installment,,
895,Buenaflor2_87,2022-04-01,9828.0,Installment,,
896,Buenaflor2_89,2020-09-15,15000.0,Installment,,
897,Buenaflor2_89,2020-10-09,5400.0,Installment,,
898,Buenaflor2_89,2020-11-10,5400.0,Installment,,
899,Buenaflor2_89,2020-12-22,5400.0,Installment,,
900,Buenaflor2_89,2021-02-11,5400.0,Installment,,
901,Buenaflor2_89,2021-03-15,5400.0,Installment,,
902,Buenaflor2_89,2021-04-12,4400.0,Installment,,
903,Buenaflor2_89,2021-06-18,8000.0,Installment,,
904,Buenaflor2_89,2021-08-13,5400.0,Installment,,
905,Buenaflor2_89,2021-09-16,4000.0,Installment,,
906,Buenaflor2_89,2021-10-12,5400.0,Installment,,
907,Buenaflor2_89,2021-11-11,5000.0,Installment,,
908,Buenaflor2_89,2021-12-21,5000.0,Installment,,
909,Buenaflor2_89,2022-01-15,5200.0,Installment,,
910,Buenaflor2_89,2022-02-07,5400.0,Installment,,
911,Buenaflor2_89,2022-05-20,3300.0,Installment,,
912,Buenaflor2_89,2022-06-16,5400.0,Installment,,
913,Buenaflor2_89,2022-07-15,5200.0,Installment,,
914,Buenaflor2_89,2022-08-26,5400.0,Installment,,
915,Buenaflor2_89,2024-12-03,-57050.0,Refund,,"refunded: 57,050 (12/3/2024)"
916,Buenaflor2_90,2020-09-18,15000.0,Installment,,
917,Buenaflor2_90,,500.0,DCS Fee,,DCS
918,Buenaflor2_90,2020-11-02,5400.0,Installment,,
919,Buenaflor2_90,2020-12-07,5400.0,Installment,,
920,Buenaflor2_90,2021-01-11,5400.0,Installment,,
921,Buenaflor2_90,2021-02-16,5400.0,Installment,,
922,Buenaflor2_90,2021-04-05,5400.0,Installment,,
923,Buenaflor2_90,2021-06-02,5400.0,Installment,,
924,Buenaflor2_90,2021-08-03,5400.0,Installment,,
